t,EKG
0.010749999,-0.003
0.010799999,-0.003
0.010849999,-0.003
0.010899999,-0.003
0.010949999,-0.003
0.010999999,-0.003
0.011049999,-0.003
0.011099999,-0.003
0.011149999,-0.003
0.011199999,-0.004
0.011249999,-0.004
0.011299999,-0.004
0.011349999,-0.004
0.011399999,-0.005
0.011449999,-0.005
0.011499999,-0.005
0.011549999,-0.006
0.011599999,-0.006
0.011649999,-0.006
0.011699999,-0.007
0.011749999,-0.007
0.011799999,-0.007
0.011849999,-0.007
0.011899999,-0.008
0.011949999,-0.008
0.011999999,-0.008
0.012049999,-0.008
0.012099999,-0.008
0.012149999,-0.008
0.012199999,-0.008
0.012249999,-0.009
0.012299999,-0.009
0.012349999,-0.009
0.012399999,-0.009
0.012449999,-0.009
0.012499999,-0.009
0.012549999,-0.009
0.012599999,-0.009
0.012649999,-0.009
0.012699999,-0.01
0.012749999,-0.01
0.012799999,-0.01
0.012849999,-0.011
0.012899999,-0.011
0.012949999,-0.011
0.012999999,-0.011
0.013049999,-0.012
0.013099999,-0.012
0.013149999,-0.012
0.013199999,-0.012
0.013249999,-0.012
0.013299999,-0.012
0.013349999,-0.012
0.013399999,-0.012
0.013449999,-0.012
0.013499999,-0.012
0.013549999,-0.012
0.013599999,-0.012
0.013649999,-0.012
0.013699999,-0.012
0.013749999,-0.012
0.013799999,-0.011
0.013849999,-0.011
0.013899999,-0.011
0.013949999,-0.011
0.013999999,-0.01
0.014049999,-0.01
0.014099999,-0.01
0.014149999,-0.01
0.014199999,-0.01
0.014249999,-0.01
0.014299999,-0.01
0.014349999,-0.01
0.014399999,-0.01
0.014449999,-0.009
0.014499999,-0.009
0.014549999,-0.009
0.014599999,-0.009
0.014649999,-0.008
0.014699999,-0.008
0.014749999,-0.008
0.014799999,-0.008
0.014849999,-0.008
0.014899999,-0.008
0.014949999,-0.008
0.014999999,-0.008
0.015049999,-0.008
0.015099999,-0.007
0.015149999,-0.007
0.015199999,-0.007
0.015249999,-0.007
0.015299999,-0.006
0.015349998,-0.006
0.015399998,-0.006
0.015449998,-0.005
0.015499998,-0.005
0.015549998,-0.004
0.015599998,-0.004
0.015649998,-0.004
0.015699998,-0.003
0.015749998,-0.003
0.015799998,-0.003
0.015849998,-0.003
0.015899998,-0.003
0.015949998,-0.003
0.015999998,-0.003
0.016049998,-0.002
0.016099998,-0.002
0.016149998,-0.002
0.016199998,-0.002
0.016249998,-0.002
0.016299998,-0.002
0.016349998,-0.002
0.016399998,-0.001
0.016449998,-0.001
0.016499998,-0.001
0.016549998,0
0.016599998,0
0.016649998,0.001
0.016699998,0.001
0.016749998,0.001
0.016799998,0.002
0.016849998,0.002
0.016899998,0.002
0.016949998,0.003
0.016999998,0.003
0.017049998,0.003
0.017099998,0.004
0.017149998,0.004
0.017199998,0.005
0.017249998,0.005
0.017299998,0.006
0.017349998,0.006
0.017399998,0.006
0.017449998,0.007
0.017499998,0.007
0.017549998,0.007
0.017599998,0.008
0.017649998,0.008
0.017699998,0.008
0.017749998,0.009
0.017799998,0.009
0.017849998,0.01
0.017899998,0.01
0.017949998,0.011
0.017999998,0.011
0.018049998,0.012
0.018099998,0.012
0.018149998,0.013
0.018199998,0.013
0.018249998,0.014
0.018299998,0.014
0.018349998,0.015
0.018399998,0.015
0.018449998,0.016
0.018499998,0.016
0.018549998,0.016
0.018599998,0.017
0.018649998,0.017
0.018699998,0.018
0.018749998,0.018
0.018799998,0.018
0.018849998,0.019
0.018899998,0.019
0.018949998,0.019
0.018999998,0.02
0.019049998,0.02
0.019099998,0.021
0.019149998,0.021
0.019199998,0.022
0.019249998,0.022
0.019299998,0.022
0.019349998,0.022
0.019399998,0.023
0.019449998,0.023
0.019499998,0.023
0.019549998,0.023
0.019599998,0.024
0.019649998,0.024
0.019699998,0.025
0.019749998,0.025
0.019799998,0.026
0.019849998,0.026
0.019899998,0.027
0.019949998,0.027
0.019999998,0.027
0.020049998,0.028
0.020099998,0.028
0.020149998,0.028
0.020199998,0.028
0.020249998,0.028
0.020299998,0.028
0.020349998,0.028
0.020399998,0.028
0.020449998,0.028
0.020499998,0.028
0.020549998,0.029
0.020599998,0.029
0.020649998,0.029
0.020699998,0.029
0.020749998,0.029
0.020799998,0.029
0.020849998,0.029
0.020899998,0.029
0.020949998,0.03
0.020999998,0.03
0.021049998,0.03
0.021099998,0.03
0.021149998,0.03
0.021199998,0.03
0.021249998,0.03
0.021299998,0.03
0.021349998,0.03
0.021399998,0.031
0.021449998,0.031
0.021499998,0.031
0.021549998,0.031
0.021599998,0.031
0.021649998,0.032
0.021699998,0.032
0.021749998,0.032
0.021799998,0.032
0.021849998,0.032
0.021899998,0.032
0.021949998,0.032
0.021999998,0.032
0.022049998,0.032
0.022099998,0.032
0.022149998,0.032
0.022199998,0.032
0.022249998,0.032
0.022299998,0.032
0.022349998,0.033
0.022399998,0.033
0.022449998,0.033
0.022499998,0.033
0.022549998,0.033
0.022599998,0.032
0.022649998,0.032
0.022699998,0.032
0.022749998,0.032
0.022799998,0.031
0.022849998,0.031
0.022899998,0.031
0.022949998,0.032
0.022999998,0.032
0.023049998,0.032
0.023099998,0.032
0.023149998,0.032
0.023199998,0.032
0.023249998,0.032
0.023299998,0.032
0.023349998,0.032
0.023399998,0.032
0.023449998,0.032
0.023499998,0.031
0.023549998,0.031
0.023599998,0.031
0.023649998,0.031
0.023699998,0.03
0.023749998,0.03
0.023799998,0.03
0.023849998,0.029
0.023899998,0.029
0.023949998,0.029
0.023999998,0.029
0.024049998,0.029
0.024099998,0.029
0.024149998,0.029
0.024199998,0.029
0.024249998,0.029
0.024299998,0.029
0.024349998,0.028
0.024399998,0.028
0.024449998,0.028
0.024499998,0.028
0.024549998,0.027
0.024599998,0.027
0.024649998,0.027
0.024699998,0.027
0.024749998,0.027
0.024799998,0.026
0.024849998,0.026
0.024899998,0.026
0.024949998,0.026
0.024999998,0.026
0.025049998,0.025
0.025099998,0.025
0.025149998,0.025
0.025199998,0.025
0.025249998,0.024
0.025299998,0.024
0.025349998,0.023
0.025399998,0.023
0.025449998,0.022
0.025499998,0.022
0.025549997,0.021
0.025599997,0.021
0.025649997,0.021
0.025699997,0.021
0.025749997,0.021
0.025799997,0.021
0.025849997,0.021
0.025899997,0.02
0.025949997,0.02
0.025999997,0.02
0.026049997,0.02
0.026099997,0.02
0.026149997,0.019
0.026199997,0.019
0.026249997,0.019
0.026299997,0.019
0.026349997,0.018
0.026399997,0.018
0.026449997,0.018
0.026499997,0.018
0.026549997,0.017
0.026599997,0.017
0.026649997,0.017
0.026699997,0.017
0.026749997,0.017
0.026799997,0.017
0.026849997,0.016
0.026899997,0.016
0.026949997,0.016
0.026999997,0.015
0.027049997,0.015
0.027099997,0.015
0.027149997,0.014
0.027199997,0.014
0.027249997,0.014
0.027299997,0.013
0.027349997,0.013
0.027399997,0.012
0.027449997,0.012
0.027499997,0.011
0.027549997,0.011
0.027599997,0.01
0.027649997,0.01
0.027699997,0.01
0.027749997,0.01
0.027799997,0.009
0.027849997,0.009
0.027899997,0.009
0.027949997,0.009
0.027999997,0.008
0.028049997,0.008
0.028099997,0.008
0.028149997,0.007
0.028199997,0.007
0.028249997,0.006
0.028299997,0.006
0.028349997,0.006
0.028399997,0.005
0.028449997,0.005
0.028499997,0.005
0.028549997,0.005
0.028599997,0.005
0.028649997,0.005
0.028699997,0.005
0.028749997,0.005
0.028799997,0.005
0.028849997,0.005
0.028899997,0.005
0.028949997,0.005
0.028999997,0.005
0.029049997,0.005
0.029099997,0.005
0.029149997,0.005
0.029199997,0.005
0.029249997,0.004
0.029299997,0.004
0.029349997,0.004
0.029399997,0.004
0.029449997,0.004
0.029499997,0.004
0.029549997,0.005
0.029599997,0.005
0.029649997,0.005
0.029699997,0.005
0.029749997,0.005
0.029799997,0.005
0.029849997,0.005
0.029899997,0.005
0.029949997,0.005
0.029999997,0.005
0.030049997,0.005
0.030099997,0.006
0.030149997,0.006
0.030199997,0.006
0.030249997,0.006
0.030299997,0.006
0.030349997,0.006
0.030399997,0.006
0.030449997,0.006
0.030499997,0.007
0.030549997,0.007
0.030599997,0.007
0.030649997,0.007
0.030699997,0.007
0.030749997,0.007
0.030799997,0.007
0.030849997,0.007
0.030899997,0.007
0.030949997,0.007
0.030999997,0.007
0.031049997,0.007
0.031099997,0.008
0.031149997,0.008
0.031199997,0.008
0.031249997,0.009
0.031299997,0.009
0.031349997,0.009
0.031399997,0.01
0.031449997,0.01
0.031499997,0.01
0.031549997,0.01
0.031599997,0.01
0.031649997,0.01
0.031699997,0.011
0.031749997,0.011
0.031799997,0.011
0.031849997,0.011
0.031899997,0.011
0.031949997,0.011
0.031999997,0.012
0.032049997,0.012
0.032099997,0.012
0.032149997,0.012
0.032199997,0.013
0.032249997,0.013
0.032299997,0.013
0.032349997,0.013
0.032399997,0.013
0.032449997,0.013
0.032499997,0.013
0.032549997,0.014
0.032599997,0.014
0.032649997,0.014
0.032699997,0.015
0.032749997,0.015
0.032799997,0.016
0.032849997,0.017
0.032899997,0.017
0.032949997,0.018
0.032999997,0.018
0.033049997,0.018
0.033099997,0.018
0.033149997,0.019
0.033199997,0.019
0.033249997,0.019
0.033299997,0.02
0.033349997,0.02
0.033399997,0.021
0.033449997,0.021
0.033499997,0.022
0.033549997,0.022
0.033599997,0.022
0.033649997,0.022
0.033699997,0.022
0.033749997,0.022
0.033799997,0.023
0.033849997,0.023
0.033899997,0.023
0.033949997,0.024
0.033999997,0.024
0.034049997,0.025
0.034099997,0.025
0.034149997,0.025
0.034199997,0.026
0.034249997,0.026
0.034299997,0.027
0.034349997,0.027
0.034399997,0.028
0.034449997,0.028
0.034499997,0.028
0.034549997,0.028
0.034599997,0.029
0.034649997,0.029
0.034699997,0.029
0.034749997,0.03
0.034799997,0.03
0.034849997,0.031
0.034899997,0.031
0.034949997,0.032
0.034999997,0.033
0.035049997,0.033
0.035099997,0.034
0.035149997,0.034
0.035199997,0.035
0.035249997,0.035
0.035299997,0.036
0.035349997,0.036
0.035399997,0.037
0.035449997,0.037
0.035499997,0.038
0.035549997,0.038
0.035599997,0.039
0.035649997,0.039
0.035699997,0.039
0.035749996,0.04
0.035799996,0.04
0.035849996,0.04
0.035899996,0.04
0.035949996,0.04
0.035999996,0.04
0.036049996,0.04
0.036099996,0.041
0.036149996,0.041
0.036199996,0.041
0.036249996,0.042
0.036299996,0.042
0.036349996,0.043
0.036399996,0.043
0.036449996,0.043
0.036499996,0.043
0.036549996,0.044
0.036599996,0.044
0.036649996,0.044
0.036699996,0.044
0.036749996,0.045
0.036799996,0.045
0.036849996,0.045
0.036899996,0.045
0.036949996,0.046
0.036999996,0.046
0.037049996,0.046
0.037099996,0.046
0.037149996,0.046
0.037199996,0.046
0.037249996,0.046
0.037299996,0.046
0.037349996,0.046
0.037399996,0.046
0.037449996,0.047
0.037499996,0.047
0.037549996,0.047
0.037599996,0.048
0.037649996,0.048
0.037699996,0.048
0.037749996,0.048
0.037799996,0.048
0.037849996,0.048
0.037899996,0.048
0.037949996,0.048
0.037999996,0.048
0.038049996,0.048
0.038099996,0.048
0.038149996,0.048
0.038199996,0.048
0.038249996,0.048
0.038299996,0.048
0.038349996,0.048
0.038399996,0.048
0.038449996,0.048
0.038499996,0.048
0.038549996,0.048
0.038599996,0.048
0.038649996,0.048
0.038699996,0.047
0.038749996,0.047
0.038799996,0.047
0.038849996,0.047
0.038899996,0.047
0.038949996,0.047
0.038999996,0.047
0.039049996,0.046
0.039099996,0.046
0.039149996,0.046
0.039199996,0.046
0.039249996,0.046
0.039299996,0.046
0.039349996,0.047
0.039399996,0.047
0.039449996,0.047
0.039499996,0.047
0.039549996,0.047
0.039599996,0.047
0.039649996,0.047
0.039699996,0.046
0.039749996,0.046
0.039799996,0.046
0.039849996,0.045
0.039899996,0.045
0.039949996,0.045
0.039999996,0.045
0.040049996,0.044
0.040099996,0.044
0.040149996,0.044
0.040199996,0.044
0.040249996,0.044
0.040299996,0.044
0.040349996,0.044
0.040399996,0.044
0.040449996,0.043
0.040499996,0.043
0.040549996,0.043
0.040599996,0.043
0.040649996,0.043
0.040699996,0.043
0.040749996,0.043
0.040799996,0.043
0.040849996,0.042
0.040899996,0.042
0.040949996,0.042
0.040999996,0.042
0.041049996,0.042
0.041099996,0.042
0.041149996,0.042
0.041199996,0.042
0.041249996,0.042
0.041299996,0.042
0.041349996,0.041
0.041399996,0.041
0.041449996,0.041
0.041499996,0.041
0.041549996,0.041
0.041599996,0.04
0.041649996,0.04
0.041699996,0.04
0.041749996,0.04
0.041799996,0.039
0.041849996,0.039
0.041899996,0.038
0.041949996,0.038
0.041999996,0.037
0.042049996,0.037
0.042099996,0.037
0.042149996,0.036
0.042199996,0.036
0.042249996,0.036
0.042299996,0.035
0.042349996,0.035
0.042399996,0.034
0.042449996,0.034
0.042499996,0.033
0.042549996,0.033
0.042599996,0.033
0.042649996,0.033
0.042699996,0.032
0.042749996,0.032
0.042799996,0.032
0.042849996,0.032
0.042899996,0.032
0.042949996,0.032
0.042999996,0.032
0.043049996,0.032
0.043099996,0.032
0.043149996,0.032
0.043199996,0.032
0.043249996,0.032
0.043299996,0.032
0.043349996,0.031
0.043399996,0.031
0.043449996,0.031
0.043499996,0.03
0.043549996,0.03
0.043599996,0.03
0.043649996,0.03
0.043699996,0.029
0.043749996,0.029
0.043799996,0.029
0.043849996,0.028
0.043899996,0.028
0.043949996,0.028
0.043999996,0.028
0.044049996,0.028
0.044099996,0.028
0.044149996,0.028
0.044199996,0.028
0.044249996,0.028
0.044299996,0.028
0.044349996,0.027
0.044399996,0.027
0.044449996,0.027
0.044499996,0.027
0.044549996,0.026
0.044599996,0.026
0.044649996,0.025
0.044699996,0.025
0.044749996,0.025
0.044799996,0.025
0.044849996,0.025
0.044899996,0.024
0.044949996,0.024
0.044999996,0.024
0.045049996,0.023
0.045099996,0.023
0.045149996,0.023
0.045199996,0.023
0.045249996,0.022
0.045299996,0.022
0.045349996,0.022
0.045399996,0.022
0.045449996,0.022
0.045499996,0.022
0.045549996,0.022
0.045599996,0.022
0.045649996,0.022
0.045699996,0.022
0.045749996,0.022
0.045799996,0.022
0.045849996,0.022
0.045899996,0.022
0.045949995,0.022
0.045999995,0.023
0.046049995,0.023
0.046099995,0.023
0.046149995,0.023
0.046199995,0.023
0.046249995,0.023
0.046299995,0.023
0.046349995,0.023
0.046399995,0.022
0.046449995,0.022
0.046499995,0.022
0.046549995,0.022
0.046599995,0.022
0.046649995,0.022
0.046699995,0.022
0.046749995,0.022
0.046799995,0.022
0.046849995,0.022
0.046899995,0.022
0.046949995,0.022
0.046999995,0.023
0.047049995,0.023
0.047099995,0.023
0.047149995,0.023
0.047199995,0.023
0.047249995,0.023
0.047299995,0.023
0.047349995,0.023
0.047399995,0.023
0.047449995,0.023
0.047499995,0.023
0.047549995,0.024
0.047599995,0.024
0.047649995,0.024
0.047699995,0.024
0.047749995,0.025
0.047799995,0.025
0.047849995,0.025
0.047899995,0.026
0.047949995,0.026
0.047999995,0.027
0.048049995,0.027
0.048099995,0.027
0.048149995,0.028
0.048199995,0.028
0.048249995,0.028
0.048299995,0.029
0.048349995,0.029
0.048399995,0.029
0.048449995,0.03
0.048499995,0.03
0.048549995,0.03
0.048599995,0.03
0.048649995,0.031
0.048699995,0.031
0.048749995,0.032
0.048799995,0.032
0.048849995,0.032
0.048899995,0.032
0.048949995,0.032
0.048999995,0.032
0.049049995,0.032
0.049099995,0.032
0.049149995,0.033
0.049199995,0.033
0.049249995,0.033
0.049299995,0.033
0.049349995,0.034
0.049399995,0.034
0.049449995,0.035
0.049499995,0.035
0.049549995,0.035
0.049599995,0.036
0.049649995,0.036
0.049699995,0.037
0.049749995,0.037
0.049799995,0.038
0.049849995,0.038
0.049899995,0.039
0.049949995,0.039
0.049999995,0.04
0.050049995,0.04
0.050099995,0.041
0.050149995,0.041
0.050199995,0.042
0.050249995,0.042
0.050299995,0.043
0.050349995,0.043
0.050399995,0.044
0.050449995,0.044
0.050499995,0.044
0.050549995,0.044
0.050599995,0.044
0.050649995,0.045
0.050699995,0.045
0.050749995,0.045
0.050799995,0.045
0.050849995,0.045
0.050899995,0.045
0.050949995,0.045
0.050999995,0.046
0.051049995,0.047
0.051099995,0.047
0.051149995,0.048
0.051199995,0.048
0.051249995,0.048
0.051299995,0.049
0.051349995,0.049
0.051399995,0.05
0.051449995,0.05
0.051499995,0.051
0.051549995,0.051
0.051599995,0.052
0.051649995,0.052
0.051699995,0.053
0.051749995,0.053
0.051799995,0.054
0.051849995,0.055
0.051899995,0.055
0.051949995,0.055
0.051999995,0.056
0.052049995,0.056
0.052099995,0.057
0.052149995,0.057
0.052199995,0.058
0.052249995,0.058
0.052299995,0.058
0.052349995,0.058
0.052399995,0.059
0.052449995,0.059
0.052499995,0.059
0.052549995,0.06
0.052599995,0.06
0.052649995,0.061
0.052699995,0.061
0.052749995,0.062
0.052799995,0.062
0.052849995,0.063
0.052899995,0.063
0.052949995,0.063
0.052999995,0.063
0.053049995,0.064
0.053099995,0.064
0.053149995,0.064
0.053199995,0.064
0.053249995,0.065
0.053299995,0.065
0.053349995,0.065
0.053399995,0.065
0.053449995,0.065
0.053499995,0.065
0.053549995,0.065
0.053599995,0.066
0.053649995,0.066
0.053699995,0.066
0.053749995,0.066
0.053799995,0.066
0.053849995,0.066
0.053899995,0.065
0.053949995,0.065
0.053999995,0.065
0.054049995,0.065
0.054099995,0.065
0.054149995,0.065
0.054199995,0.065
0.054249995,0.065
0.054299995,0.066
0.054349995,0.066
0.054399995,0.066
0.054449995,0.066
0.054499995,0.067
0.054549995,0.067
0.054599995,0.067
0.054649995,0.067
0.054699995,0.068
0.054749995,0.068
0.054799995,0.068
0.054849995,0.068
0.054899995,0.068
0.054949995,0.068
0.054999995,0.068
0.055049995,0.068
0.055099995,0.068
0.055149995,0.068
0.055199995,0.068
0.055249995,0.068
0.055299995,0.068
0.055349995,0.068
0.055399995,0.068
0.055449995,0.068
0.055499995,0.068
0.055549995,0.068
0.055599995,0.068
0.055649995,0.068
0.055699995,0.069
0.055749995,0.069
0.055799995,0.069
0.055849995,0.07
0.055899995,0.07
0.055949995,0.07
0.055999995,0.07
0.056049995,0.07
0.056099995,0.07
0.056149994,0.07
0.056199994,0.07
0.056249994,0.07
0.056299994,0.07
0.056349994,0.07
0.056399994,0.07
0.056449994,0.07
0.056499994,0.07
0.056549994,0.07
0.056599994,0.071
0.056649994,0.071
0.056699994,0.071
0.056749994,0.071
0.056799994,0.071
0.056849994,0.071
0.056899994,0.071
0.056949994,0.071
0.056999994,0.071
0.057049994,0.071
0.057099994,0.071
0.057149994,0.072
0.057199994,0.072
0.057249994,0.072
0.057299994,0.072
0.057349994,0.072
0.057399994,0.072
0.057449994,0.072
0.057499994,0.072
0.057549994,0.072
0.057599994,0.072
0.057649994,0.072
0.057699994,0.072
0.057749994,0.072
0.057799994,0.072
0.057849994,0.072
0.057899994,0.072
0.057949994,0.073
0.057999994,0.073
0.058049994,0.073
0.058099994,0.073
0.058149994,0.074
0.058199994,0.074
0.058249994,0.074
0.058299994,0.075
0.058349994,0.075
0.058399994,0.075
0.058449994,0.075
0.058499994,0.075
0.058549994,0.075
0.058599994,0.075
0.058649994,0.075
0.058699994,0.074
0.058749994,0.074
0.058799994,0.075
0.058849994,0.075
0.058899994,0.075
0.058949994,0.075
0.058999994,0.075
0.059049994,0.075
0.059099994,0.075
0.059149994,0.076
0.059199994,0.076
0.059249994,0.076
0.059299994,0.077
0.059349994,0.077
0.059399994,0.077
0.059449994,0.077
0.059499994,0.077
0.059549994,0.077
0.059599994,0.077
0.059649994,0.077
0.059699994,0.077
0.059749994,0.077
0.059799994,0.077
0.059849994,0.077
0.059899994,0.077
0.059949994,0.077
0.059999994,0.077
0.060049994,0.077
0.060099994,0.077
0.060149994,0.077
0.060199994,0.077
0.060249994,0.077
0.060299994,0.077
0.060349994,0.077
0.060399994,0.078
0.060449994,0.078
0.060499994,0.078
0.060549994,0.078
0.060599994,0.078
0.060649994,0.078
0.060699994,0.077
0.060749994,0.077
0.060799994,0.077
0.060849994,0.077
0.060899994,0.077
0.060949994,0.077
0.060999994,0.077
0.061049994,0.077
0.061099994,0.078
0.061149994,0.078
0.061199994,0.078
0.061249994,0.078
0.061299994,0.078
0.061349994,0.078
0.061399994,0.079
0.061449994,0.079
0.061499994,0.079
0.061549994,0.08
0.061599994,0.08
0.061649994,0.081
0.061699994,0.081
0.061749994,0.082
0.061799994,0.082
0.061849994,0.083
0.061899994,0.083
0.061949994,0.084
0.061999994,0.084
0.062049994,0.084
0.062099994,0.085
0.062149994,0.085
0.062199994,0.085
0.062249994,0.086
0.062299994,0.087
0.062349994,0.087
0.062399994,0.088
0.062449994,0.088
0.062499994,0.089
0.062549994,0.09
0.062599994,0.09
0.062649994,0.091
0.062699994,0.092
0.062749994,0.093
0.062799994,0.093
0.062849994,0.094
0.062899994,0.095
0.062949994,0.095
0.062999994,0.096
0.063049994,0.096
0.063099994,0.097
0.063149994,0.098
0.063199994,0.098
0.063249994,0.099
0.063299994,0.1
0.063349994,0.101
0.063399994,0.102
0.063449994,0.103
0.063499994,0.104
0.063549994,0.105
0.063599994,0.106
0.063649994,0.107
0.063699994,0.108
0.063749994,0.11
0.063799994,0.111
0.063849994,0.112
0.063899994,0.113
0.063949994,0.115
0.063999994,0.116
0.064049994,0.117
0.064099994,0.119
0.064149994,0.12
0.064199994,0.121
0.064249994,0.122
0.064299994,0.124
0.064349994,0.125
0.064399994,0.126
0.064449994,0.128
0.064499994,0.129
0.064549994,0.131
0.064599994,0.132
0.064649994,0.134
0.064699994,0.135
0.064749994,0.136
0.064799994,0.137
0.064849994,0.138
0.064899994,0.138
0.064949994,0.139
0.064999994,0.14
0.065049994,0.141
0.065099994,0.142
0.065149994,0.144
0.065199994,0.145
0.065249994,0.147
0.065299994,0.149
0.065349994,0.15
0.065399994,0.152
0.065449994,0.154
0.065499994,0.155
0.065549994,0.157
0.065599994,0.158
0.065649994,0.16
0.065699994,0.161
0.065749994,0.162
0.065799994,0.163
0.065849994,0.164
0.065899994,0.166
0.065949994,0.167
0.065999994,0.168
0.066049994,0.169
0.066099994,0.17
0.066149994,0.172
0.066199994,0.173
0.066249994,0.174
0.066299994,0.175
0.066349993,0.177
0.066399993,0.178
0.066449993,0.179
0.066499993,0.18
0.066549993,0.182
0.066599993,0.183
0.066649993,0.184
0.066699993,0.185
0.066749993,0.186
0.066799993,0.187
0.066849993,0.188
0.066899993,0.189
0.066949993,0.19
0.066999993,0.191
0.067049993,0.193
0.067099993,0.194
0.067149993,0.195
0.067199993,0.196
0.067249993,0.196
0.067299993,0.197
0.067349993,0.198
0.067399993,0.198
0.067449993,0.199
0.067499993,0.199
0.067549993,0.2
0.067599993,0.201
0.067649993,0.201
0.067699993,0.202
0.067749993,0.203
0.067799993,0.205
0.067849993,0.206
0.067899993,0.207
0.067949993,0.207
0.067999993,0.208
0.068049993,0.209
0.068099993,0.209
0.068149993,0.21
0.068199993,0.21
0.068249993,0.21
0.068299993,0.211
0.068349993,0.212
0.068399993,0.212
0.068449993,0.213
0.068499993,0.214
0.068549993,0.215
0.068599993,0.216
0.068649993,0.217
0.068699993,0.217
0.068749993,0.218
0.068799993,0.218
0.068849993,0.219
0.068899993,0.219
0.068949993,0.219
0.068999993,0.22
0.069049993,0.22
0.069099993,0.22
0.069149993,0.221
0.069199993,0.221
0.069249993,0.222
0.069299993,0.222
0.069349993,0.223
0.069399993,0.223
0.069449993,0.223
0.069499993,0.223
0.069549993,0.223
0.069599993,0.224
0.069649993,0.224
0.069699993,0.224
0.069749993,0.224
0.069799993,0.224
0.069849993,0.225
0.069899993,0.225
0.069949993,0.225
0.069999993,0.226
0.070049993,0.226
0.070099993,0.226
0.070149993,0.227
0.070199993,0.227
0.070249993,0.227
0.070299993,0.226
